,action,cos,sin,omega,reward
234,-2.0,-0.418130099773407,0.9083871245384216,0.030267812311649323,-4.019030570983887
235,-2.0,-0.4367329776287079,0.8995912075042725,0.4115581810474396,-4.012825012207031
236,-2.0,-0.4717516601085663,0.8817314505577087,0.7862515449523926,-4.112496376037598
237,-2.0,-0.5215391516685486,0.8532273769378662,1.147550106048584,-4.317963123321533
238,-2.0,-0.5834964513778687,0.8121157288551331,1.4874706268310547,-4.627756118774414
239,-2.0,-0.6539964079856873,0.7564976215362549,1.7965574264526367,-5.038119316101074
240,-2.0,-0.7284466028213501,0.6851025819778442,2.0639307498931885,-5.541826248168945
241,-2.0,-0.8015838861465454,0.5978823304176331,2.2777576446533203,-6.127025127410889
242,-2.0,-0.8680436015129089,0.49648797512054443,2.4261693954467773,-6.776498794555664
243,-2.0,-0.9231421947479248,0.3844587206840515,2.498535394668579,-7.467747211456299
244,-2.0,-0.9636968374252319,0.2669987976551056,2.486879348754883,-8.174118995666504
245,-2.0,-0.9886330366134644,0.1503487378358841,2.3871285915374756,-8.866908073425293
246,-2.0,-0.9991626143455505,0.04091508314013481,2.19989013671875,-9.51795482635498
247,-2.0,-0.9984545707702637,-0.05557366460561752,1.9305763244628906,-10.102082252502441
248,-2.0,-0.9908949732780457,-0.1346369981765747,1.5888961553573608,-9.900049209594727
249,-2.0,-0.9811554551124573,-0.1932200938463211,1.1879184246063232,-9.295775413513184
250,-2.0,-0.9733019471168518,-0.2295284867286682,0.7430033087730408,-8.830805778503418
251,-2.0,-0.9701043367385864,-0.24268831312656403,0.27085694670677185,-8.527301788330078
252,-2.0,-0.9726125001907349,-0.23243264853954315,-0.21115928888320923,-8.400796890258789
253,-2.0,-0.9800061583518982,-0.19896715879440308,-0.6854837536811829,-8.459192276000977
254,-2.0,-0.9897117614746094,-0.14307574927806854,-1.134709119796753,-8.702168464660645
255,-2.0,-0.9977918267250061,-0.06641871482133865,-1.5420159101486206,-9.120905876159668
256,-2.0,-0.9996045231819153,0.028120148926973343,-1.8918299674987793,-9.698175430297852
257,-2.0,-0.9906764030456543,0.13623586297035217,-2.1707398891448975,-10.05558967590332
258,-2.0,-0.9676408171653748,0.25233152508735657,-2.368562936782837,-9.504826545715332
259,-2.0,-0.9290148615837097,0.37004244327545166,-2.4793143272399902,-8.896912574768066
260,-2.0,-0.8755883574485779,0.48305797576904297,-2.5017824172973633,-8.25031566619873
261,-2.0,-0.8103082776069641,0.5860037803649902,-2.4394888877868652,-7.5860276222229
262,-2.0,-0.7377145290374756,0.675112783908844,-2.2999861240386963,-6.926722049713135
263,-2.0,-0.6631325483322144,0.7485019564628601,-2.093651533126831,-6.295274257659912
264,-2.0,-0.5918744802474976,0.8060301542282104,-1.8322750329971313,-5.713000774383545
265,-2.0,-0.5286375880241394,0.8488476276397705,-1.52775239944458,-5.198127269744873
266,-2.0,-0.4771764278411865,0.878807544708252,-1.1911166906356812,-4.76489782333374
267,-2.0,-0.44021525979042053,0.8978922963142395,-0.8320111036300659,-4.423472881317139
268,-2.0,-0.4195130169391632,0.9077492952346802,-0.45859187841415405,-4.180472373962402
269,-2.0,-0.41597962379455566,0.909373939037323,-0.07777990400791168,-4.039865016937256
270,-2.0,-0.42976483702659607,0.9029408693313599,0.3042505383491516,-4.003869533538818
271,-2.0,-0.46027517318725586,0.8877763152122498,0.6814562082290649,-4.073597431182861
272,-2.0,-0.5061109066009521,0.862468421459198,1.047288417816162,-4.249255180358887
273,-2.0,-0.5649532079696655,0.8251229524612427,1.3941397666931152,-4.529839992523193
274,-2.0,-0.6334669589996338,0.773769736289978,1.712981939315796,-4.912353992462158
275,-2.0,-0.7073138952255249,0.7068996429443359,1.9933092594146729,-5.390676021575928
276,-2.0,-0.7813745141029358,0.6240624189376831,2.2234840393066406,-5.9543609619140625
277,-2.0,-0.8502404093742371,0.5263946056365967,2.391530752182007,-6.587741851806641
278,-2.0,-0.9089498519897461,0.4169054925441742,2.4863266944885254,-7.2697434425354
279,-2.0,-0.9538205862045288,0.3003769814968109,2.4990057945251465,-7.974709987640381
280,-2.0,-0.9831428527832031,0.18283908069133759,2.424288511276245,-8.674262046813965
281,-2.0,-0.9974945187568665,0.07074341177940369,2.261417865753174,-9.339820861816406
282,-2.0,-0.9995523691177368,-0.029916755855083466,2.0144753456115723,-9.94515323638916
283,-2.0,-0.9934493899345398,-0.11427293717861176,1.69203782081604,-10.092309951782227
284,-2.0,-0.9838723540306091,-0.17887192964553833,1.3063331842422485,-9.453449249267578
285,-2.0,-0.9751390218734741,-0.2215939313173294,0.8721792101860046,-8.946630477905273
286,-2.0,-0.9704402685165405,-0.24134144186973572,0.4059837758541107,-8.595633506774902
287,-2.0,-0.9713387489318848,-0.23769952356815338,-0.07502232491970062,-8.417985916137695
288,-2.0,-0.9775421619415283,-0.21074005961418152,-0.5532969832420349,-8.423821449279785
289,-2.0,-0.9869446754455566,-0.16105978190898895,-1.0113520622253418,-8.615181922912598
290,-2.0,-0.9959385991096497,-0.09003492444753647,-1.4321467876434326,-8.9856595993042
291,-2.0,-1.0,-0.00017336095334030688,-1.799673080444336,-9.520363807678223
292,-2.0,-0.9945117235183716,0.10462496429681778,-2.0998029708862305,-10.19639778137207
293,-2.0,-0.9757042527198792,0.2190917581319809,-2.3213343620300293,-9.666924476623535
